area_sqft,bedrooms,bathrooms,age_years,floor,total_floors,parking,city_tier,property_type,furnishing,price_inr
869.0,1,1,3,19,23,0,tier2,villa,unfurnished,5541352.0
4493.0,3,2,36,3,10,3,metro,independent_house,fully,25000000.0
1513.0,4,5,27,19,30,2,metro,independent_house,semi,15081334.0
1953.0,1,2,36,16,25,3,tier2,apartment,semi,6641387.0
1055.0,4,4,25,3,17,0,tier1,apartment,unfurnished,5520525.0
3780.0,2,3,37,0,8,2,tier1,apartment,fully,20134614.0
3401.0,4,3,35,4,17,2,tier1,apartment,semi,19825474.0
722.0,3,3,8,19,22,3,tier2,independent_house,fully,4778705.0
832.0,1,2,7,15,20,1,tier2,apartment,semi,3786922.0
2897.0,4,4,6,12,16,3,tier2,apartment,fully,17107321.0
3950.0,2,2,32,13,24,0,tier1,apartment,semi,21814685.0
850.0,5,4,9,8,16,3,tier1,villa,semi,10327823.0
1306.0,5,5,18,19,23,2,tier1,apartment,semi,8660768.0
2635.0,1,1,32,3,6,3,tier1,independent_house,semi,17360163.0
845.0,4,5,17,6,12,0,tier2,apartment,semi,3114893.0
1648.0,2,1,2,4,7,1,tier2,studio,unfurnished,5100355.0
441.0,4,4,14,17,27,2,metro,independent_house,unfurnished,5057743.0
2446.0,3,3,3,11,23,2,metro,apartment,semi,23396720.0
3332.0,2,3,15,14,28,0,metro,apartment,unfurnished,25000000.0
2089.0,4,3,30,19,23,2,tier3,apartment,semi,4788821.0
1452.0,2,3,21,4,11,1,tier2,apartment,unfurnished,5105920.0
2139.0,5,5,27,20,28,0,metro,apartment,unfurnished,17994151.0
2488.0,5,5,4,2,9,2,tier3,independent_house,semi,12395191.0
1079.0,1,1,30,15,22,2,tier1,villa,unfurnished,8452491.0
857.0,4,3,17,14,18,0,tier1,apartment,fully,5672952.0
1145.0,5,4,11,17,19,3,tier3,villa,fully,6271059.0
4439.0,1,1,26,3,9,2,metro,apartment,semi,25000000.0
3364.0,4,3,5,20,22,1,metro,studio,semi,24982056.0
914.0,5,5,20,16,17,3,tier2,apartment,unfurnished,3113502.0
1635.0,2,1,17,2,10,3,metro,independent_house,fully,19389850.0
2088.0,3,2,6,11,24,3,tier2,independent_house,unfurnished,12627302.0
1142.0,4,5,39,17,25,3,metro,apartment,fully,8494486.0
3891.0,2,1,14,10,11,0,metro,apartment,fully,25000000.0
4256.0,2,1,1,7,19,0,metro,apartment,unfurnished,25000000.0
1404.0,2,2,18,5,15,0,tier1,independent_house,semi,11410193.0
467.0,2,3,39,10,15,3,metro,villa,semi,4666809.0
1494.0,4,5,27,20,24,1,metro,independent_house,semi,18152617.0
2788.0,2,1,26,12,25,1,tier3,independent_house,unfurnished,8945469.0
3714.0,2,1,36,15,22,3,tier1,independent_house,semi,23372003.0
1792.0,5,5,3,16,18,0,tier1,villa,unfurnished,18750683.0
1520.0,3,4,22,16,20,1,metro,villa,fully,22072671.0
1420.0,5,5,13,8,12,1,tier1,independent_house,semi,12157465.0
411.0,4,5,27,16,22,1,tier1,apartment,semi,2341666.0
457.0,5,5,34,6,11,2,tier2,independent_house,fully,2597269.0
2154.0,1,2,3,12,20,2,metro,apartment,semi,17601219.0
2931.0,5,5,6,6,11,1,tier3,apartment,semi,9367180.0
451.0,5,5,39,19,28,0,tier3,independent_house,semi,1280943.0
1221.0,1,1,20,15,22,2,metro,apartment,semi,10070662.0
4130.0,2,3,12,12,26,2,metro,apartment,unfurnished,25000000.0
4459.0,3,4,6,9,21,2,metro,apartment,fully,25000000.0
3031.0,3,2,14,10,15,1,tier2,villa,unfurnished,17024096.0
2538.0,4,3,0,16,17,3,metro,independent_house,semi,25000000.0
2790.0,4,4,9,5,14,2,tier3,apartment,fully,8520770.0
1918.0,2,1,7,17,22,3,tier2,apartment,unfurnished,8027560.0
1226.0,4,5,3,5,18,2,tier2,villa,fully,10588544.0
1941.0,5,5,39,2,8,1,tier1,studio,unfurnished,7095419.0
3269.0,3,3,32,15,20,1,tier3,apartment,unfurnished,6189322.0
3116.0,5,5,38,14,19,2,metro,studio,semi,16998154.0
3176.0,4,5,9,7,20,2,tier1,independent_house,semi,25000000.0
2895.0,5,5,11,13,15,2,tier1,apartment,fully,22428221.0
647.0,5,5,11,15,29,2,tier3,independent_house,semi,2752611.0
2968.0,1,2,22,16,20,1,tier2,independent_house,unfurnished,13547836.0
4011.0,5,4,7,20,30,0,tier2,villa,unfurnished,25000000.0
3060.0,1,2,9,17,25,1,metro,apartment,unfurnished,25000000.0
2775.0,5,4,39,9,17,3,tier3,independent_house,semi,8397726.0
1318.0,5,4,14,4,7,2,tier1,independent_house,unfurnished,10834952.0
3649.0,2,2,32,2,13,3,tier1,independent_house,semi,25000000.0
2251.0,1,1,9,12,22,2,tier3,studio,fully,5002652.0
1477.0,3,2,38,13,20,3,tier1,villa,semi,11339222.0
2408.0,2,3,28,14,21,0,tier1,independent_house,semi,14011724.0
900.0,3,3,35,0,9,2,tier2,independent_house,unfurnished,3708590.0
4198.0,1,2,21,14,21,0,metro,apartment,fully,25000000.0
3280.0,1,2,37,16,30,0,tier1,apartment,unfurnished,15171032.0
1738.0,3,3,14,15,16,0,metro,apartment,semi,17003604.0
3654.0,4,4,19,11,15,1,metro,independent_house,unfurnished,25000000.0
622.0,2,3,2,0,12,0,tier3,apartment,unfurnished,1478552.0
1982.0,2,1,6,10,22,1,tier2,independent_house,unfurnished,11570207.0
3070.0,1,2,31,13,18,0,tier1,apartment,unfurnished,12322086.0
497.0,2,3,13,11,19,0,tier1,apartment,fully,2944875.0
3305.0,2,1,4,12,13,1,tier1,villa,unfurnished,25000000.0
3754.0,2,1,11,10,13,1,tier2,apartment,fully,16210366.0
2835.0,2,3,14,11,25,1,tier3,independent_house,semi,10197243.0
1244.0,2,3,29,6,16,1,tier3,apartment,unfurnished,2444710.0
3471.0,4,5,3,12,13,1,tier1,studio,unfurnished,15957013.0
1790.0,2,1,1,5,17,0,tier1,apartment,unfurnished,11551707.0
3417.0,4,5,29,10,16,1,tier1,studio,fully,15020551.0
2975.0,4,5,5,8,16,3,tier2,villa,unfurnished,22500223.0
782.0,4,5,17,14,26,0,tier1,apartment,fully,4123201.0
809.0,3,3,27,18,30,0,tier2,apartment,unfurnished,2946560.0
462.0,5,5,21,13,15,3,tier2,apartment,unfurnished,1832186.0
695.0,2,2,5,2,8,2,tier1,villa,unfurnished,7418090.0
1628.0,5,4,29,14,18,1,tier1,independent_house,semi,12703157.0
505.0,2,2,1,6,19,3,tier1,apartment,semi,3387579.0
4247.0,1,1,9,1,12,1,metro,apartment,fully,25000000.0
4158.0,5,4,4,4,14,2,metro,villa,unfurnished,25000000.0
1107.0,5,4,21,20,21,2,tier2,villa,unfurnished,7691617.0
1676.0,1,1,28,8,20,0,tier1,independent_house,fully,12502299.0
3442.0,3,2,26,4,12,3,metro,villa,semi,25000000.0
3108.0,3,4,5,2,6,2,tier2,independent_house,fully,21583225.0
2784.0,2,3,14,13,20,0,tier2,studio,semi,9240553.0
4455.0,3,4,5,15,22,3,tier1,apartment,semi,25000000.0
2982.0,4,3,14,7,12,2,tier2,apartment,unfurnished,13294591.0
3144.0,3,2,9,2,15,3,tier3,apartment,fully,9997945.0
2458.0,3,3,30,7,20,3,tier2,villa,unfurnished,13501546.0
2552.0,5,5,30,13,14,1,tier2,apartment,fully,10711732.0
1593.0,2,1,33,2,16,3,metro,studio,unfurnished,7172943.0
2535.0,4,5,8,5,11,0,tier3,villa,fully,13360647.0
4164.0,2,2,0,0,12,1,tier1,villa,fully,25000000.0
1945.0,5,5,1,9,20,2,tier3,independent_house,fully,8236528.0
946.0,2,1,34,3,12,2,tier2,apartment,semi,3162778.0
2859.0,5,5,37,4,15,0,metro,independent_house,semi,25000000.0
3619.0,4,4,8,2,12,0,metro,apartment,fully,25000000.0
4331.0,2,1,35,15,27,3,tier2,villa,semi,25000000.0
2622.0,4,5,21,10,16,3,tier2,studio,semi,9611762.0
3630.0,2,3,7,19,30,2,metro,independent_house,unfurnished,25000000.0
1426.0,2,2,12,8,22,2,tier2,independent_house,semi,7928317.0
2139.0,2,2,10,4,18,3,tier3,apartment,unfurnished,5926758.0
2118.0,4,4,31,4,7,0,tier1,independent_house,semi,14584386.0
1763.0,2,2,7,20,27,3,tier1,villa,unfurnished,18139225.0
3336.0,3,3,7,12,20,0,metro,villa,semi,25000000.0
4022.0,3,4,29,6,15,2,tier2,apartment,fully,15442243.0
1738.0,1,1,12,13,23,1,tier1,apartment,semi,10129874.0
956.0,2,1,10,11,23,3,tier3,villa,fully,5077490.0
3784.0,2,2,33,2,10,0,tier1,apartment,unfurnished,15402484.0
3883.0,2,3,38,14,24,2,tier2,independent_house,semi,17833329.0
4233.0,5,5,22,2,15,0,tier1,independent_house,semi,25000000.0
1445.0,2,1,33,4,6,0,metro,studio,semi,7808780.0
3348.0,3,4,34,14,23,1,tier2,apartment,semi,12201922.0
3334.0,4,5,24,9,15,3,tier1,studio,unfurnished,16081466.0
3639.0,4,3,34,4,17,1,tier1,apartment,semi,17337535.0
3705.0,4,5,0,1,9,2,tier3,villa,unfurnished,20434714.0
4305.0,3,4,1,12,21,2,tier3,independent_house,semi,20423014.0
2355.0,5,5,36,14,25,3,tier3,apartment,fully,6388505.0
711.0,5,5,5,4,8,1,metro,apartment,unfurnished,6309488.0
1188.0,2,3,29,8,16,0,tier2,apartment,semi,3746946.0
4035.0,1,2,17,7,18,3,tier3,villa,semi,15663529.0
3863.0,2,3,32,18,29,1,tier1,independent_house,semi,24400077.0
445.0,5,5,27,16,20,0,metro,apartment,unfurnished,2904014.0
1906.0,5,4,2,5,17,3,tier2,apartment,semi,11519106.0
1405.0,4,3,13,10,13,3,tier1,villa,fully,14350965.0
1714.0,4,5,29,19,23,0,tier2,apartment,semi,6434108.0
3019.0,2,2,37,7,19,3,tier3,independent_house,semi,9703409.0
2491.0,3,4,32,2,11,2,tier2,studio,unfurnished,6544407.0
2371.0,1,1,36,6,14,1,tier1,independent_house,fully,16192289.0
2183.0,3,3,39,12,20,2,tier1,independent_house,unfurnished,14420777.0
3030.0,1,1,36,20,30,0,tier1,villa,unfurnished,19279366.0
3200.0,1,1,23,6,10,0,metro,independent_house,semi,25000000.0
578.0,5,5,13,1,6,0,tier2,apartment,semi,2527038.0
962.0,5,4,20,3,10,0,tier2,apartment,semi,4458614.0
1798.0,4,3,32,8,20,2,tier1,independent_house,unfurnished,14444148.0
2186.0,4,4,17,1,9,3,tier1,apartment,unfurnished,12029365.0
4484.0,2,1,34,0,11,1,tier3,independent_house,semi,11173958.0
4055.0,3,4,28,13,25,0,metro,independent_house,unfurnished,25000000.0
3059.0,4,4,8,17,30,1,tier1,studio,semi,16753677.0
547.0,3,3,37,4,11,2,tier1,apartment,semi,3180299.0
812.0,2,1,34,10,17,3,tier2,villa,unfurnished,4546303.0
2275.0,2,2,24,12,14,2,metro,independent_house,semi,25000000.0
2806.0,5,5,7,14,16,1,tier2,apartment,fully,16444590.0
3108.0,2,2,9,20,27,2,tier1,villa,fully,25000000.0
981.0,5,4,34,18,29,0,tier2,independent_house,unfurnished,4775195.0
4039.0,4,3,0,6,18,1,metro,studio,semi,25000000.0
2422.0,5,5,19,20,26,2,tier1,independent_house,fully,22573085.0
2834.0,3,4,25,0,8,0,tier1,apartment,semi,15332943.0
561.0,2,3,9,20,30,0,metro,villa,unfurnished,6881686.0
3780.0,1,1,35,2,7,3,metro,villa,unfurnished,25000000.0
2626.0,3,3,21,2,5,0,metro,apartment,semi,22934026.0
1313.0,2,1,2,2,15,0,tier1,apartment,fully,8395557.0
1707.0,1,2,13,2,10,2,metro,apartment,fully,15907840.0
1846.0,5,4,16,9,12,1,tier3,apartment,fully,6030074.0
510.0,5,5,9,13,17,3,tier1,villa,unfurnished,5137759.0
4262.0,2,3,38,15,20,3,tier2,apartment,semi,13288439.0
3692.0,4,5,14,0,3,3,tier3,villa,unfurnished,14439113.0
4032.0,3,4,20,6,13,1,metro,apartment,unfurnished,25000000.0
1849.0,3,3,21,2,14,3,tier2,independent_house,unfurnished,9725850.0
2687.0,4,3,9,3,14,1,tier3,apartment,fully,8224838.0
2278.0,3,2,23,15,28,0,tier2,independent_house,unfurnished,9210037.0
2349.0,5,4,14,13,25,3,tier1,apartment,semi,16978521.0
2814.0,1,1,0,4,9,2,tier1,villa,semi,25000000.0
2249.0,4,4,16,6,7,0,metro,apartment,unfurnished,16540690.0
3570.0,5,4,23,19,22,3,tier1,apartment,semi,21150782.0
641.0,5,4,4,12,24,0,tier3,villa,unfurnished,3003767.0
1189.0,1,1,31,5,10,2,tier3,independent_house,unfurnished,3548977.0
4058.0,1,2,27,19,30,1,metro,studio,semi,20724632.0
4017.0,4,5,12,4,11,0,tier2,apartment,fully,16901577.0
3754.0,5,4,24,6,19,3,tier1,apartment,semi,23752305.0
1911.0,5,5,12,14,22,2,tier3,independent_house,fully,9502439.0
2270.0,5,5,26,10,23,3,metro,villa,unfurnished,25000000.0
503.0,1,1,6,1,5,2,tier3,apartment,unfurnished,1364318.0
1545.0,3,3,25,16,27,3,tier2,independent_house,semi,8261285.0
3378.0,4,5,2,4,12,3,metro,villa,fully,25000000.0
1805.0,4,4,0,14,17,3,metro,independent_house,unfurnished,22004287.0
2369.0,4,3,10,7,11,2,tier2,apartment,unfurnished,8958880.0
904.0,2,2,7,15,20,0,metro,apartment,fully,8945384.0
2435.0,3,2,20,18,21,1,tier1,apartment,fully,15671168.0
3359.0,3,2,6,16,30,2,tier3,independent_house,unfurnished,13260558.0
2745.0,5,4,10,19,22,0,tier2,apartment,fully,13754705.0
2682.0,2,1,4,11,20,0,tier1,independent_house,semi,23385535.0
4149.0,2,2,36,1,9,1,tier1,independent_house,semi,25000000.0
1359.0,1,1,30,11,19,3,metro,independent_house,semi,12821002.0
1627.0,1,1,8,9,18,1,tier3,apartment,fully,4639126.0
2954.0,5,4,4,15,28,3,tier1,apartment,unfurnished,25000000.0
2368.0,5,4,34,5,19,3,metro,villa,fully,25000000.0
4414.0,2,3,27,14,27,1,tier1,villa,unfurnished,25000000.0
644.0,4,3,36,9,16,0,tier3,studio,semi,1228430.0
901.0,3,2,7,14,25,3,metro,apartment,semi,9505039.0
1802.0,5,5,14,8,11,3,tier3,independent_house,fully,7429885.0
2279.0,2,1,4,8,21,2,tier2,apartment,fully,10998325.0
4050.0,5,4,17,4,7,3,tier2,apartment,fully,20267435.0
2426.0,2,1,6,17,19,0,tier3,apartment,semi,7263054.0
2192.0,4,4,0,1,13,1,tier2,independent_house,unfurnished,13387782.0
1083.0,2,3,20,4,15,2,tier3,apartment,fully,3054211.0
2180.0,4,4,40,8,10,0,metro,apartment,semi,13792308.0
2579.0,2,3,26,3,17,3,tier2,independent_house,semi,14651140.0
2793.0,5,5,31,19,21,2,tier1,villa,semi,22741880.0
2884.0,4,5,33,7,8,1,tier1,apartment,unfurnished,13641230.0
2161.0,2,2,39,5,19,0,tier3,apartment,semi,3800046.0
1045.0,5,5,5,5,9,0,tier3,villa,unfurnished,4543144.0
1026.0,4,4,10,4,8,2,tier2,apartment,unfurnished,4588528.0
1034.0,3,4,25,13,25,3,tier1,apartment,fully,6641568.0
2936.0,1,1,33,10,19,0,tier1,villa,fully,22452144.0
3911.0,5,5,31,4,12,1,tier1,apartment,semi,23830593.0
4020.0,4,3,29,18,30,2,tier1,villa,fully,25000000.0
1676.0,4,5,12,13,15,1,tier1,apartment,semi,10827853.0
726.0,5,5,14,8,21,2,metro,apartment,unfurnished,6450206.0
2984.0,4,5,3,10,14,2,metro,apartment,fully,25000000.0
557.0,2,3,12,13,22,3,tier2,apartment,semi,2592038.0
2969.0,2,1,6,3,8,2,tier1,apartment,fully,18744077.0
1970.0,1,1,38,16,21,2,tier3,apartment,semi,4798866.0
3840.0,1,1,3,5,10,1,tier2,studio,semi,13681461.0
2964.0,4,3,14,0,8,0,metro,independent_house,unfurnished,25000000.0
3433.0,5,4,36,10,23,0,metro,apartment,fully,24369024.0
2063.0,1,1,39,18,20,0,metro,villa,unfurnished,18825973.0
3846.0,3,2,15,15,25,3,tier3,villa,semi,17855291.0
2553.0,1,1,19,6,19,0,metro,independent_house,unfurnished,24460002.0
2963.0,3,4,21,8,19,1,tier1,apartment,semi,16613344.0
1878.0,4,3,33,12,26,2,tier3,apartment,unfurnished,4901455.0
2242.0,5,4,31,4,5,2,tier3,apartment,fully,6343481.0
3844.0,5,4,21,17,23,0,metro,apartment,semi,25000000.0
2013.0,2,3,15,6,12,3,metro,apartment,unfurnished,16855771.0
487.0,5,5,15,4,12,1,metro,independent_house,unfurnished,4918967.0
1954.0,4,5,26,1,6,0,metro,studio,unfurnished,12115238.0
2007.0,2,1,34,14,18,0,metro,apartment,semi,14296671.0
2115.0,2,2,3,0,12,3,tier2,villa,fully,17415297.0
689.0,1,1,31,16,20,3,tier3,apartment,unfurnished,1587823.0
930.0,5,5,19,20,30,3,tier1,villa,semi,8982812.0
1728.0,2,1,5,2,3,1,tier2,villa,unfurnished,9740562.0
2138.0,2,2,3,2,8,3,metro,apartment,fully,21710740.0
518.0,3,4,13,19,28,1,tier2,independent_house,fully,3558423.0
1996.0,1,2,10,2,16,0,tier2,studio,fully,6551911.0
1712.0,5,4,4,8,19,3,tier3,independent_house,unfurnished,8550275.0
541.0,4,3,12,18,19,1,tier3,independent_house,semi,2421339.0
1426.0,1,1,34,2,13,2,tier1,villa,fully,11746708.0
1528.0,1,1,29,13,18,2,metro,apartment,unfurnished,10920464.0
988.0,1,1,8,8,21,0,metro,apartment,semi,8985252.0
3482.0,5,5,27,9,20,3,tier1,villa,fully,25000000.0
696.0,3,4,18,19,22,0,tier3,apartment,fully,1938688.0
2769.0,4,5,30,13,19,3,tier1,independent_house,semi,21848615.0
3127.0,1,2,10,6,18,1,tier2,apartment,semi,10356214.0
3705.0,2,1,2,19,30,1,tier1,apartment,fully,25000000.0
2636.0,3,2,12,12,21,1,metro,apartment,unfurnished,22419549.0
2625.0,2,2,40,2,6,2,tier1,studio,fully,9929144.0
3519.0,4,5,22,8,14,0,tier2,apartment,semi,14392402.0
3901.0,5,5,2,5,17,0,tier2,apartment,fully,20353024.0
1264.0,2,2,39,13,22,2,tier1,apartment,fully,5357451.0
3663.0,4,3,33,18,21,2,metro,independent_house,semi,25000000.0
2295.0,5,4,22,0,4,3,tier2,studio,unfurnished,6806114.0
802.0,5,4,30,16,19,3,metro,apartment,unfurnished,5843938.0
2910.0,1,1,7,19,26,3,tier3,studio,fully,7653756.0
4405.0,1,1,24,20,27,3,metro,apartment,semi,25000000.0
976.0,5,5,37,13,21,3,metro,villa,unfurnished,11330715.0
460.0,5,4,17,6,20,1,tier1,apartment,fully,3339804.0
4157.0,2,2,1,3,13,3,tier1,villa,fully,25000000.0
2847.0,3,2,31,19,28,3,tier1,independent_house,fully,22451975.0
1298.0,3,3,29,8,14,2,tier1,villa,semi,12569015.0
3649.0,4,4,30,7,16,0,tier3,apartment,fully,8994074.0
2014.0,4,3,26,15,29,0,tier1,independent_house,fully,14720339.0
1760.0,2,2,5,15,16,1,tier1,studio,unfurnished,7899896.0
1588.0,5,4,4,16,21,2,tier1,villa,fully,20200170.0
2854.0,1,1,32,18,19,2,metro,villa,semi,25000000.0
951.0,1,1,35,18,21,3,tier2,independent_house,fully,4133932.0
1884.0,5,5,3,3,4,2,metro,apartment,fully,16511172.0
1650.0,1,1,23,3,12,2,tier2,independent_house,semi,8958704.0
648.0,5,5,20,4,16,3,metro,apartment,unfurnished,5014489.0
3528.0,2,3,14,13,27,3,tier3,independent_house,unfurnished,12173024.0
434.0,2,2,26,12,16,2,tier1,apartment,unfurnished,1808718.0
4334.0,1,2,37,18,28,2,tier3,apartment,semi,10101491.0
788.0,5,5,33,17,22,0,tier1,villa,fully,7331629.0
1868.0,2,1,6,17,22,2,metro,villa,unfurnished,25000000.0
803.0,1,2,18,1,10,0,tier2,independent_house,unfurnished,3811234.0
1904.0,3,2,38,14,24,1,tier2,studio,semi,3987422.0
2904.0,1,1,9,17,26,2,tier2,apartment,unfurnished,10551724.0
758.0,4,5,35,20,22,0,tier1,apartment,unfurnished,3398344.0
2556.0,1,2,20,7,13,2,tier2,apartment,unfurnished,8579177.0
3564.0,3,3,21,16,20,1,tier3,villa,semi,14863582.0
2267.0,2,3,10,8,9,2,tier2,villa,semi,16220916.0
861.0,1,1,37,3,4,1,tier1,independent_house,fully,6065989.0
3236.0,1,1,21,7,14,1,tier2,independent_house,unfurnished,13234017.0
1164.0,3,2,23,5,7,1,tier2,apartment,unfurnished,4221660.0
468.0,2,3,18,19,30,0,tier3,villa,fully,2162746.0
2190.0,1,2,3,3,4,0,tier1,villa,fully,21095183.0
1511.0,1,2,32,2,6,3,tier1,villa,unfurnished,11180420.0
516.0,5,5,13,12,26,0,tier2,apartment,fully,2551780.0
3587.0,4,3,9,12,22,1,tier1,apartment,fully,25000000.0
2858.0,4,5,32,11,19,0,tier2,apartment,fully,11526491.0
4130.0,5,4,8,3,4,2,tier1,apartment,semi,25000000.0
2369.0,1,2,27,10,11,2,metro,independent_house,unfurnished,20782768.0
2197.0,4,4,19,19,30,1,tier2,apartment,unfurnished,7777305.0
3854.0,4,4,32,1,13,3,metro,villa,fully,25000000.0
734.0,2,2,2,16,30,1,metro,villa,fully,11490833.0
1882.0,3,4,31,2,14,2,tier2,independent_house,semi,8694994.0
3674.0,4,5,9,4,5,1,tier2,apartment,unfurnished,16437672.0
1599.0,4,3,35,18,30,2,tier3,apartment,unfurnished,4007781.0
4029.0,2,2,14,6,13,0,tier1,apartment,semi,22013487.0
1564.0,4,5,0,10,20,1,metro,apartment,fully,15606502.0
2096.0,4,3,19,8,14,2,tier3,apartment,unfurnished,5274196.0
4079.0,1,2,2,12,23,3,metro,independent_house,semi,25000000.0
1397.0,3,2,11,8,20,1,metro,apartment,semi,14203142.0
4369.0,3,3,29,9,23,1,tier1,apartment,fully,23900466.0
580.0,2,3,22,17,25,1,tier1,apartment,fully,3171082.0
1489.0,1,1,29,11,15,1,tier3,independent_house,unfurnished,3867538.0
2823.0,1,1,36,11,20,3,tier2,independent_house,semi,12411013.0
2835.0,4,3,19,16,23,2,tier2,independent_house,fully,16710315.0
4130.0,5,5,22,8,11,1,metro,villa,fully,25000000.0
4335.0,3,4,2,17,28,1,tier1,independent_house,semi,25000000.0
3179.0,5,4,11,15,17,2,tier1,independent_house,unfurnished,24314071.0
3104.0,5,5,29,18,24,2,metro,apartment,semi,25000000.0
1700.0,4,4,2,9,19,1,tier1,villa,semi,19069310.0
3703.0,3,2,14,11,24,3,tier1,independent_house,unfurnished,25000000.0
3035.0,5,5,5,2,11,1,metro,apartment,fully,25000000.0
498.0,4,5,35,2,16,1,tier2,independent_house,unfurnished,2254275.0
3811.0,5,4,23,2,14,0,tier2,villa,fully,25000000.0
1874.0,5,5,26,13,17,1,metro,villa,semi,21695564.0
2350.0,1,1,28,6,18,3,tier1,apartment,unfurnished,9976474.0
2393.0,4,4,9,6,11,3,tier2,independent_house,semi,14899815.0
3760.0,4,5,2,12,21,1,tier2,independent_house,semi,22694348.0
1498.0,5,5,16,8,11,0,tier2,apartment,fully,7099916.0
2006.0,2,1,7,2,10,2,tier1,apartment,semi,11162849.0
560.0,5,5,13,11,21,2,tier2,apartment,unfurnished,2372764.0
1828.0,3,3,13,11,24,3,metro,apartment,fully,17486113.0
762.0,2,2,32,2,16,2,tier1,studio,semi,2918471.0
2790.0,1,2,13,5,17,0,metro,villa,unfurnished,25000000.0
4062.0,2,1,6,4,12,3,tier1,apartment,fully,25000000.0
2305.0,5,5,39,14,27,2,tier1,apartment,unfurnished,10634231.0
4139.0,4,4,2,5,7,3,metro,studio,unfurnished,25000000.0
4406.0,4,4,8,0,14,0,tier2,apartment,semi,19029615.0
620.0,5,5,14,5,8,1,tier1,independent_house,semi,6152839.0
2517.0,2,3,2,9,15,1,tier1,apartment,semi,16140251.0
2565.0,4,3,36,16,29,1,metro,apartment,fully,19324878.0
1979.0,2,1,14,1,12,3,tier1,independent_house,unfurnished,15381124.0
3804.0,5,5,32,18,30,0,tier1,apartment,fully,22153651.0
2019.0,3,2,5,6,16,0,tier1,independent_house,unfurnished,15773008.0
626.0,5,4,21,7,16,0,metro,apartment,unfurnished,4856553.0
2646.0,4,4,5,0,3,3,tier2,independent_house,unfurnished,18396872.0
1227.0,4,5,9,5,19,0,tier3,independent_house,unfurnished,4967953.0
1855.0,5,5,16,9,18,2,tier1,independent_house,semi,18118032.0
2457.0,4,3,35,13,23,0,tier2,apartment,fully,8122028.0
3363.0,2,3,12,16,22,1,tier3,independent_house,fully,12221385.0
1540.0,3,3,30,10,24,2,tier3,studio,semi,2943366.0
1960.0,3,2,3,2,9,0,tier2,apartment,unfurnished,8770027.0
678.0,1,2,10,8,11,0,tier3,apartment,fully,1837924.0
1974.0,3,3,24,15,18,2,tier3,independent_house,unfurnished,6204085.0
2778.0,3,3,19,13,23,0,tier2,apartment,semi,12211646.0
2929.0,2,2,20,12,23,1,tier1,independent_house,semi,23442772.0
1602.0,1,2,27,10,13,2,metro,independent_house,unfurnished,15633590.0
649.0,3,2,3,10,20,0,metro,apartment,semi,5699586.0
2766.0,3,2,28,20,30,0,tier1,villa,fully,23609599.0
3086.0,1,1,35,12,20,1,tier1,villa,unfurnished,22818560.0
749.0,4,3,31,12,26,2,tier1,apartment,semi,4078071.0
2470.0,1,1,11,7,10,0,tier2,independent_house,fully,13337955.0
789.0,1,1,14,10,16,1,tier2,apartment,unfurnished,2682293.0
2257.0,3,2,39,14,22,3,tier2,apartment,unfurnished,7010012.0
3027.0,2,2,32,18,24,1,metro,independent_house,semi,25000000.0
3348.0,5,5,38,16,18,1,metro,apartment,fully,22456077.0
3326.0,1,1,37,13,20,2,tier2,independent_house,semi,15240772.0
3508.0,2,1,17,16,21,1,tier2,apartment,semi,13244008.0
1389.0,4,5,5,0,3,1,tier3,villa,unfurnished,6315685.0
3869.0,2,3,9,5,11,3,tier3,apartment,fully,12347654.0
1833.0,5,5,12,5,11,0,tier3,independent_house,fully,7794827.0
1936.0,4,3,34,13,26,2,tier1,independent_house,semi,13748608.0
3629.0,5,5,11,15,22,1,tier1,independent_house,fully,25000000.0
1740.0,5,4,14,3,9,3,tier1,studio,semi,8700142.0
706.0,1,1,34,4,10,2,tier2,independent_house,fully,3749642.0
3328.0,3,2,6,10,19,3,tier3,independent_house,unfurnished,13448341.0
3114.0,4,5,27,20,24,0,tier1,villa,unfurnished,24980859.0
2785.0,1,1,22,0,13,0,tier2,studio,fully,7379738.0
987.0,3,3,40,18,24,3,tier1,villa,semi,7627765.0
2990.0,4,3,20,4,10,1,metro,independent_house,unfurnished,25000000.0
1213.0,4,3,21,5,6,3,metro,apartment,fully,12008726.0
2677.0,3,3,34,13,26,2,metro,villa,semi,25000000.0
2482.0,5,5,40,15,22,1,tier3,independent_house,unfurnished,5937950.0
3568.0,4,3,29,18,20,0,tier1,apartment,unfurnished,17785169.0
4403.0,1,1,28,0,3,0,tier2,apartment,semi,14182152.0
1179.0,2,1,35,1,7,2,tier2,studio,unfurnished,2678456.0
870.0,5,5,40,10,21,0,metro,apartment,unfurnished,5873548.0
2678.0,1,1,30,11,13,0,metro,apartment,semi,13773087.0
4303.0,1,1,11,5,7,0,tier2,apartment,fully,20378214.0
1048.0,2,2,26,13,21,3,tier1,apartment,semi,6372832.0
2398.0,5,4,9,5,12,2,tier3,villa,unfurnished,11056480.0
2069.0,4,3,20,19,30,2,metro,studio,semi,12866469.0
1703.0,1,1,18,3,14,2,tier2,studio,unfurnished,4834602.0
3122.0,2,2,40,13,23,2,tier2,independent_house,unfurnished,13187792.0
1611.0,5,4,22,11,16,1,metro,independent_house,unfurnished,16214203.0
